"module name","license","repository"
"@types/d3-fetch@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-force@3.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-format@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-geo@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-hierarchy@3.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-interpolate@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@3.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-polygon@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-quadtree@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-random@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale-chromatic@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@4.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-selection@3.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@3.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time-format@4.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-timer@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-transition@3.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-zoom@3.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3@7.4.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/debug@4.1.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree-jsx@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@2.3.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/katex@0.16.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@3.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prismjs@1.26.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/regenerator-runtime@0.13.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uuid@9.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@uiw/copy-to-clipboard@1.0.17","MIT","https://github.com/uiwjs/copy-to-clipboard"
"@uiw/react-markdown-preview@5.1.4","MIT","https://github.com/uiwjs/react-markdown-preview"
"@uiw/react-md-editor@4.0.7","MIT","https://github.com/uiwjs/react-md-editor"
"@ungap/structured-clone@1.3.0","ISC","https://github.com/ungap/structured-clone"
"@urql/core@5.1.1","MIT","https://github.com/urql-graphql/urql"
"@vitejs/plugin-react@4.5.2","MIT","https://github.com/vitejs/vite-plugin-react"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"bail@2.0.2","MIT","https://github.com/wooorm/bail"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"bcp-47-match@2.0.3","MIT","https://github.com/wooorm/bcp-47-match"
"bessel@1.0.2","Apache-2.0","https://github.com/SheetJS/bessel"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bowser@2.11.0","MIT","https://github.com/lancedikson/bowser"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.25.0","MIT","https://github.com/browserslist/browserslist"
"buffer@6.0.3","MIT","https://github.com/feross/buffer"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"caniuse-lite@1.0.30001722","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"character-entities-html4@2.1.0","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@1.1.4","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities-legacy@3.0.0","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@1.2.4","MIT","https://github.com/wooorm/character-entities"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@1.1.4","MIT","https://github.com/wooorm/character-reference-invalid"
"character-reference-invalid@2.0.1","MIT","https://github.com/wooorm/character-reference-invalid"
"chevrotain-allstar@0.3.1","MIT","https://github.com/langium/chevrotain-allstar"
"chevrotain@11.0.3","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"comma-separated-tokens@1.0.8","MIT","https://github.com/wooorm/comma-separated-tokens"
"comma-separated-tokens@2.0.3","MIT","https://github.com/wooorm/comma-separated-tokens"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"commander@8.3.0","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"confbox@0.1.8","MIT","https://github.com/unjs/confbox"
"confbox@0.2.2","MIT","https://github.com/unjs/confbox"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cose-base@1.0.3","MIT","https://github.com/iVis-at-Bilkent/cose-base"
"cose-base@2.2.0","MIT","https://github.com/iVis-at-Bilkent/cose-base"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-selector-parser@3.1.2","MIT","https://github.com/mdevils/css-selector-parser"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"cytoscape-cose-bilkent@4.1.0","MIT","https://github.com/cytoscape/cytoscape.js-cose-bilkent"
"cytoscape-fcose@2.2.0","MIT","https://github.com/iVis-at-Bilkent/cytoscape.js-fcose"
"cytoscape@3.32.0","MIT","https://github.com/cytoscape/cytoscape.js"
"d3-array@2.12.1","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-array@3.2.4","ISC","https://github.com/d3/d3-array"
"d3-axis@3.0.0","ISC","https://github.com/d3/d3-axis"
"d3-brush@3.0.0","ISC","https://github.com/d3/d3-brush"
"d3-chord@3.0.1","ISC","https://github.com/d3/d3-chord"
"d3-color@3.1.0","ISC","https://github.com/d3/d3-color"
"d3-contour@4.0.2","ISC","https://github.com/d3/d3-contour"
"d3-delaunay@6.0.4","ISC","https://github.com/d3/d3-delaunay"
"d3-dispatch@3.0.1","ISC","https://github.com/d3/d3-dispatch"
"d3-drag@3.0.0","ISC","https://github.com/d3/d3-drag"
"d3-dsv@3.0.1","ISC","https://github.com/d3/d3-dsv"
"d3-ease@3.0.1","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-fetch@3.0.1","ISC","https://github.com/d3/d3-fetch"
"d3-force@3.0.0","ISC","https://github.com/d3/d3-force"
"d3-format@3.1.0","ISC","https://github.com/d3/d3-format"
"d3-geo@3.1.1","ISC","https://github.com/d3/d3-geo"
"d3-hierarchy@3.1.2","ISC","https://github.com/d3/d3-hierarchy"
"d3-interpolate@3.0.1","ISC","https://github.com/d3/d3-interpolate"
"d3-path@1.0.9","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-path@3.1.0","ISC","https://github.com/d3/d3-path"
"d3-polygon@3.0.1","ISC","https://github.com/d3/d3-polygon"
"d3-quadtree@3.0.1","ISC","https://github.com/d3/d3-quadtree"
"d3-random@3.0.1","ISC","https://github.com/d3/d3-random"
"d3-sankey@0.12.3","BSD-3-Clause","https://github.com/d3/d3-sankey"
"d3-scale-chromatic@3.1.0","ISC","https://github.com/d3/d3-scale-chromatic"
"d3-scale@4.0.2","ISC","https://github.com/d3/d3-scale"
"d3-selection@3.0.0","ISC","https://github.com/d3/d3-selection"
"d3-shape@1.3.7","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-shape@3.2.0","ISC","https://github.com/d3/d3-shape"
"d3-time-format@4.1.0","ISC","https://github.com/d3/d3-time-format"
"d3-time@3.1.0","ISC","https://github.com/d3/d3-time"
"d3-timer@3.0.1","ISC","https://github.com/d3/d3-timer"
"d3-transition@3.0.1","ISC","https://github.com/d3/d3-transition"
"d3-zoom@3.0.0","ISC","https://github.com/d3/d3-zoom"
